"","year","state","sex","emailIntUse","intMobile","age","educationLevel","employed","income","intAtHome","marital","race","party","demoOrRep","useTwitter","useInstagram","usePinterest","useLinkedin","useFacebook","freqTwitter","freqInstagram","freqFacebook","useSocialMedia","zipcode","freqPinterest","freqLinkedin","intfreq","useSnapchat","useYoutube","useWhatsap","freqSnapchat","freqYoutube","internetOpinionSociety","answers","internetOpinionYou","ageGroups"
"2220",2014,12,"female","yes","yes",42,"some college","not employed","(10000, 20000]",NA,NA,NA,"independent","democrat","no","yes","no","no","yes",NA,"less often","several times a day",NA,33064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2221",2014,12,"female","yes","yes",51,"bachelors degree","fulltime","(100000, 150000]",NA,NA,NA,"independent","democrat","yes","yes","no","yes","no","less often","less often",NA,NA,33612,NA,"several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2222",2014,12,"female","yes","yes",52,"bachelors degree","fulltime","refused",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"refused",NA,33143,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2223",2014,12,"female","yes","yes",53,"bachelors degree","fulltime","150000+",NA,NA,NA,"republican",NA,"no","no","yes","yes","yes",NA,NA,"about once a day",NA,32256,"a few times a week","every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2224",2014,12,"female","yes","yes",54,"some college","not employed","(75000, 100000]",NA,NA,NA,"independent","democrat","no","yes","yes","yes","yes",NA,"less often","a few times a week",NA,33411,"every few weeks","every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2225",2014,12,"female","yes","yes",54,"some post grad","not employed","(75000, 100000]",NA,NA,NA,"independent","democrat","no","no","no","no","no",NA,NA,NA,NA,33054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2226",2014,12,"female","yes","yes",56,"high school incomplete","not employed","(0, 10000]",NA,NA,NA,"democrat",NA,"yes","no","yes","no","yes","less often",NA,"every few weeks",NA,32609,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2227",2014,12,"female","yes","yes",57,"some college","parttime","(50000, 75000]",NA,NA,NA,"independent","refused","yes","no","yes","no","yes","less often",NA,"several times a day",NA,32446,"about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2228",2014,12,"female","yes","yes",60,"high school graduate","not employed","(0, 10000]",NA,NA,NA,"independent","democrat","no","no","no","no","yes",NA,NA,"a few times a week",NA,32807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2229",2014,12,"female","yes","yes",61,"bachelors degree","not employed","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","yes","yes","yes",NA,NA,"less often",NA,32244,"a few times a week","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2230",2014,12,"female","yes","yes",61,"postgraduate degree","parttime","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","yes","yes","yes",NA,NA,"several times a day",NA,32024,"a few times a week","every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2231",2014,12,"female","yes","yes",62,"bachelors degree","not employed","(75000, 100000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","yes","yes","about once a day","a few times a week","several times a day",NA,32259,"about once a day","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2232",2014,12,"female","yes","yes",64,"bachelors degree","not employed","(100000, 150000]",NA,NA,NA,"republican",NA,"no","no","no","yes","no",NA,NA,NA,NA,32825,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2233",2014,12,"female","yes","yes",65,"associate","not employed","refused",NA,NA,NA,"democrat",NA,"no","no","yes","yes","yes",NA,NA,"a few times a week",NA,34292,"a few times a week","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2234",2014,12,"female","yes","yes",68,"postgraduate degree","not employed","(50000, 75000]",NA,NA,NA,"democrat",NA,"yes","yes","no","yes","yes","a few times a week","a few times a week","several times a day",NA,33143,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2235",2014,12,"female","yes","yes",70,"some college","not employed","(50000, 75000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,34446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2236",2014,12,"female","yes","yes",71,"associate","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"a few times a week",NA,32256,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2237",2014,12,"female","yes","yes",74,"associate","not employed","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,34434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2238",2014,12,"female","yes","yes",74,"bachelors degree","not employed","(30000, 40000]",NA,NA,NA,"democrat",NA,"no","no","yes","no","yes",NA,NA,"several times a day",NA,32503,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2239",2014,12,"female","yes","yes",75,"bachelors degree","not employed","refused",NA,NA,NA,"refused","refused","yes","yes","yes","yes","yes","less often","a few times a week","several times a day",NA,33301,"a few times a week","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2240",2014,12,"female","yes","yes",77,"associate","not employed","(10000, 20000]",NA,NA,NA,"independent","republican","no","no","no","yes","yes",NA,NA,"a few times a week",NA,34209,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2241",2014,12,"female","yes","yes",81,"bachelors degree","not employed","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","no","yes","yes",NA,NA,"every few weeks",NA,34239,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2242",2014,12,"female","yes","yes",82,"postgraduate degree","not employed","(75000, 100000]",NA,NA,NA,"democrat",NA,"no","no","yes","yes","yes",NA,NA,"about once a day",NA,33411,"a few times a week","every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2243",2014,12,"female","yes","yes",86,"some college","not employed","(75000, 100000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"less often",NA,32712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2244",2014,12,"female","yes","yes",87,"high school graduate","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,34472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2245",2014,12,"female","yes","yes",99,"some post grad","not employed","refused",NA,NA,NA,"independent","republican","yes","yes","no","no","yes","about once a day","about once a day","about once a day",NA,33646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"2246",2014,12,"female","yes","no",31,"associate","fulltime","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","no",NA,NA,NA,NA,33618,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2247",2014,12,"female","yes","no",65,"bachelors degree","not employed","150000+",NA,NA,NA,"republican",NA,"yes","no","no","no","yes","every few weeks",NA,"every few weeks",NA,32207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2248",2014,12,"female","yes","no",68,"bachelors degree","not employed","refused",NA,NA,NA,"refused","refused","no","no","no","yes","yes",NA,NA,"every few weeks",NA,33319,NA,"about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2249",2014,12,"female","yes","no",71,"associate","not employed","150000+",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,32578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2250",2014,12,"female","yes","no",73,"some college","parttime","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,34203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2251",2014,12,"female","yes","no",74,"associate","not employed","(40000, 50000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,33843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2252",2014,12,"female","yes","no",75,"bachelors degree","not employed","(20000, 30000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,34601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2253",2014,12,"female","yes","no",88,"high school graduate","not employed","150000+",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,32738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2254",2014,12,"female","yes","no",99,"postgraduate degree","not employed","refused",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,33445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"2255",2014,12,"female","no","yes",45,"high school graduate","parttime","(30000, 40000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"less often",NA,34112,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2256",2014,12,"female","no","no",50,"less than high school","not employed","refused",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2257",2014,12,"female","no","no",54,"high school graduate","parttime","(10000, 20000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2258",2014,12,"female","no","no",64,"high school incomplete","not employed","(10000, 20000]",NA,NA,NA,"no preference","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,34610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2259",2014,12,"female","no","no",65,"less than high school","not employed","refused",NA,NA,NA,"no preference","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2260",2014,12,"female","no","no",75,"high school graduate","not employed","(20000, 30000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2261",2014,12,"female","no","no",76,"some college","not employed","(40000, 50000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2262",2014,12,"female","no","no",76,"associate","not employed","refused",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2263",2014,12,"female","no","no",77,"high school incomplete","not employed","(10000, 20000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2264",2014,12,"female","no","no",77,"high school graduate","not employed","(40000, 50000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2265",2014,12,"female","no","no",78,"high school graduate","not employed","refused",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2266",2014,12,"female","no","no",80,"some college","not employed","(75000, 100000]",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,32444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2267",2014,12,"female","no","no",81,"bachelors degree","not employed","refused",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,33570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2268",2014,12,"female","no","no",85,"associate","not employed","(30000, 40000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2269",2014,12,"female","no","no",89,"bachelors degree","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2270",2014,13,"male","yes","yes",22,"high school graduate","parttime","(0, 10000]",NA,NA,NA,"refused","refused","no","no","no","no","yes",NA,NA,"several times a day",NA,31088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2271",2014,13,"male","yes","yes",26,"postgraduate degree","not employed","(10000, 20000]",NA,NA,NA,"democrat",NA,"no","yes","no","no","yes",NA,"about once a day","about once a day",NA,30316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2272",2014,13,"male","yes","yes",27,"some college","fulltime","(30000, 40000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,30165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2273",2014,13,"male","yes","yes",31,"bachelors degree","fulltime","(75000, 100000]",NA,NA,NA,"republican",NA,"yes","no","no","no","no","a few times a week",NA,NA,NA,30474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2274",2014,13,"male","yes","yes",32,"bachelors degree","fulltime","(100000, 150000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","yes","yes","several times a day","a few times a week","several times a day",NA,30022,"less often","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2275",2014,13,"male","yes","yes",33,"high school graduate","fulltime","(20000, 30000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","no","yes","several times a day","several times a day","several times a day",NA,30184,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2276",2014,13,"male","yes","yes",37,"bachelors degree","fulltime","(100000, 150000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"several times a day",NA,30736,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2277",2014,13,"male","yes","yes",39,"associate","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","yes","no","no","yes",NA,"less often","less often",NA,31313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2278",2014,13,"male","yes","yes",40,"high school graduate","fulltime","(30000, 40000]",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,30040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2279",2014,13,"male","yes","yes",40,"some college","fulltime","(75000, 100000]",NA,NA,NA,"independent","democrat","no","no","no","yes","yes",NA,NA,"about once a day",NA,30034,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2280",2014,13,"male","yes","yes",44,"postgraduate degree","not employed","150000+",NA,NA,NA,"republican",NA,"yes","no","no","yes","no","less often",NA,NA,NA,30062,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2281",2014,13,"male","yes","yes",65,"bachelors degree","parttime","(40000, 50000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2282",2014,13,"male","yes","yes",66,"postgraduate degree","not employed","refused",NA,NA,NA,"republican",NA,"no","no","yes","yes","yes",NA,NA,"several times a day",NA,31909,"less often","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2283",2014,13,"male","yes","yes",67,"some college","not employed","(100000, 150000]",NA,NA,NA,"independent","democrat","no","no","no","no","yes",NA,NA,"a few times a week",NA,31016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2284",2014,13,"male","yes","yes",72,"some college","not employed","refused",NA,NA,NA,"no preference","refused","no","no","no","no","yes",NA,NA,"every few weeks",NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2285",2014,13,"male","yes","yes",72,"postgraduate degree","parttime","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"about once a day",NA,30327,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2286",2014,13,"male","yes","yes",76,"bachelors degree","not employed","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,30084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2287",2014,13,"male","yes","no",42,"high school graduate","fulltime","(0, 10000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,30904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2288",2014,13,"male","yes","no",55,"bachelors degree","not employed","(0, 10000]",NA,NA,NA,"independent","democrat","no","no","no","no","no",NA,NA,NA,NA,39817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2289",2014,13,"male","yes","no",56,"bachelors degree","not employed","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,31068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2290",2014,13,"male","yes","no",57,"some college","not employed","(20000, 30000]",NA,NA,NA,"independent","democrat","no","no","no","no","yes",NA,NA,"several times a day",NA,30021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2291",2014,13,"male","yes","no",63,"some college","fulltime","(50000, 75000]",NA,NA,NA,"independent","republican","no","no","no","no","yes",NA,NA,"a few times a week",NA,30428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2292",2014,13,"male","yes","no",75,"high school graduate","not employed","(30000, 40000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,31404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2293",2014,13,"male","yes","no",99,"postgraduate degree","not employed","refused",NA,NA,NA,"other party","refused","no","no","no","yes","yes",NA,NA,"a few times a week",NA,30506,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"2294",2014,13,"male","no","yes",63,"high school graduate","fulltime","(30000, 40000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,30818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2295",2014,13,"male","no","no",49,"associate","refused","150000+",NA,NA,NA,"independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,31533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2296",2014,13,"male","no","no",53,"some college","fulltime","(50000, 75000]",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,30127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2297",2014,13,"male","no","no",59,"high school graduate","fulltime","(20000, 30000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2298",2014,13,"male","no","no",59,"high school graduate","fulltime","(30000, 40000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2299",2014,13,"male","no","no",62,"high school graduate","not employed","(75000, 100000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2300",2014,13,"male","no","no",63,"high school incomplete","not employed","refused",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,30679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2301",2014,13,"male","no","no",83,"some college","not employed","(10000, 20000]",NA,NA,NA,"no preference","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,30233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2302",2014,13,"female","yes","yes",24,"high school graduate","not employed","(10000, 20000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,30525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2303",2014,13,"female","yes","yes",37,"high school graduate","not employed","refused",NA,NA,NA,"independent","republican","no","no","yes","no","yes",NA,NA,"several times a day",NA,31315,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2304",2014,13,"female","yes","yes",44,"high school graduate","fulltime","(40000, 50000]",NA,NA,NA,"independent","republican","no","no","yes","no","yes",NA,NA,"several times a day",NA,31312,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2305",2014,13,"female","yes","yes",50,"bachelors degree","fulltime","150000+",NA,NA,NA,"republican",NA,"no","no","no","yes","yes",NA,NA,"about once a day",NA,30144,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2306",2014,13,"female","yes","yes",58,"some college","not employed","(0, 10000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,30034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2307",2014,13,"female","yes","yes",58,"some college","not employed","(0, 10000]",NA,NA,NA,"no preference","refused","yes","yes","no","no","yes","less often","every few weeks","about once a day",NA,30204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2308",2014,13,"female","yes","yes",65,"high school graduate","parttime","(75000, 100000]",NA,NA,NA,"independent","republican","yes","no","yes","yes","yes","a few times a week",NA,"several times a day",NA,30183,"every few weeks","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2309",2014,13,"female","yes","yes",67,"high school graduate","not employed","(50000, 75000]",NA,NA,NA,"republican",NA,"no","no","no","yes","yes",NA,NA,"several times a day",NA,30101,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2310",2014,13,"female","yes","yes",69,"postgraduate degree","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,"yes","yes","no","no","yes","about once a day","about once a day","about once a day",NA,31030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2311",2014,13,"female","yes","yes",88,"associate","not employed","refused",NA,NA,NA,"independent","refused","no","no","no","yes","no",NA,NA,NA,NA,30263,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2312",2014,13,"female","yes","no",50,"postgraduate degree","not employed","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","yes","no","no",NA,NA,NA,NA,31533,"about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2313",2014,13,"female","yes","no",73,"bachelors degree","not employed","(50000, 75000]",NA,NA,NA,"republican",NA,"no","no","yes","no","yes",NA,NA,"a few times a week",NA,30540,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2314",2014,13,"female","no","yes",44,"associate","fulltime","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,30047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2315",2014,13,"female","no","no",80,"high school incomplete","not employed","(100000, 150000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2316",2014,13,"female","no","no",80,"bachelors degree","not employed","(20000, 30000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2317",2014,13,"female","no","no",99,"bachelors degree","not employed","refused",NA,NA,NA,"independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,30909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
